Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,WHH,WHD,WHA,Season,current_points_H,current_points_A,total_points_H,total_points_A
2022-10-08,Chelsea,Wolves,3,0,H,1,0,H,S Hooper,20,8,7,2,8,8,4,2,2,0,0,0,1.4,4.5,8.0,1.4,4.5,8.0,2022/2023,13,6,1486,354
2022-10-08,Man City,Southampton,4,0,H,2,0,H,A Madley,21,5,8,0,4,8,9,1,0,1,0,0,1.11,10.0,17.0,1.1,9.0,23.0,2022/2023,20,7,1375,562
2022-10-08,Newcastle,Brentford,5,1,H,2,0,H,J Brooks,16,6,6,3,14,9,9,5,0,1,0,0,1.83,3.8,4.2,1.78,3.75,4.33,2022/2023,11,10,793,56
2022-10-08,Brighton,Tottenham,0,1,A,0,1,A,T Harrington,14,8,4,3,9,14,6,2,1,2,0,0,2.8,3.4,2.5,2.7,3.4,2.5,2022/2023,14,17,223,1238
2022-10-09,Crystal Palace,Leeds,2,1,H,1,1,D,P Tierney,13,10,5,4,13,23,5,3,3,3,0,0,2.05,3.5,3.6,2.0,3.6,3.5,2022/2023,6,9,443,139
2022-10-09,West Ham,Fulham,3,1,H,1,1,D,C Kavanagh,17,8,8,2,9,7,4,2,1,3,0,0,1.72,3.8,4.75,1.75,3.75,4.5,2022/2023,7,11,765,559
2022-10-09,Arsenal,Liverpool,3,2,H,2,1,H,M Oliver,11,8,7,3,11,11,4,3,1,2,0,0,2.5,3.6,2.62,2.5,3.6,2.6,2022/2023,21,10,1389,1388
2022-10-09,Everton,Man United,1,2,A,1,2,A,D Coote,11,12,2,4,7,13,5,4,2,1,0,0,3.6,3.5,2.05,3.5,3.5,2.05,2022/2023,10,12,1057,1470
2022-10-10,Nott'm Forest,Aston Villa,1,1,D,1,1,D,A Taylor,6,12,3,2,13,19,1,4,3,3,0,0,3.3,3.4,2.2,3.4,3.3,2.15,2022/2023,4,8,4,744
2022-10-14,Brentford,Brighton,2,0,H,1,0,H,M Salisbury,7,21,3,7,12,15,2,11,3,1,0,0,3.1,3.4,2.3,3.2,3.25,2.25,2022/2023,10,14,56,223
2022-10-15,Leicester,Crystal Palace,0,0,D,0,0,D,A Madley,14,8,5,1,18,13,9,2,2,2,0,0,2.3,3.4,3.1,2.25,3.4,3.1,2022/2023,4,9,482,446
2022-10-15,Fulham,Bournemouth,2,2,D,1,2,A,G Scott,19,10,4,6,9,11,5,6,2,0,0,0,1.85,3.75,4.0,1.88,3.6,4.0,2022/2023,11,12,559,223
2022-10-15,Wolves,Nott'm Forest,1,0,H,0,0,D,T Bramall,9,10,2,2,17,13,4,5,2,2,0,0,1.7,3.75,5.0,1.7,3.7,5.0,2022/2023,6,5,354,5
2022-10-15,Tottenham,Everton,2,0,H,0,0,D,P Tierney,21,4,7,0,12,13,7,1,1,4,0,0,1.5,4.5,6.5,1.47,4.2,7.0,2022/2023,20,10,1241,1057
2022-10-16,Aston Villa,Chelsea,0,2,A,0,1,A,R Jones,18,8,7,4,12,11,7,1,0,3,0,0,4.33,3.75,1.8,4.4,3.6,1.8,2022/2023,9,16,745,1489
2022-10-16,Leeds,Arsenal,0,1,A,0,1,A,C Kavanagh,16,9,4,4,10,11,6,3,0,2,0,0,6.0,4.2,1.55,5.5,4.2,1.57,2022/2023,9,24,139,1392
2022-10-16,Man United,Newcastle,0,0,D,0,0,D,C Pawson,15,9,2,2,13,11,4,4,3,1,0,0,1.95,3.8,3.5,1.95,3.7,3.6,2022/2023,15,14,1473,796
2022-10-16,Southampton,West Ham,1,1,D,1,0,H,P Bankes,10,25,8,4,7,3,4,14,1,1,0,0,2.9,3.4,2.4,2.88,3.4,2.38,2022/2023,7,10,562,768
2022-10-16,Liverpool,Man City,1,0,H,0,0,D,A Taylor,13,16,2,6,10,7,5,6,3,1,0,0,3.6,4.0,1.9,3.7,3.9,1.88,2022/2023,10,23,1388,1378
2022-10-18,Brighton,Nott'm Forest,0,0,D,0,0,D,D England,19,3,7,0,10,14,9,1,3,1,0,0,1.4,4.75,7.0,1.4,4.5,8.0,2022/2023,14,5,223,5
2022-10-18,Crystal Palace,Wolves,2,1,H,0,1,A,D Coote,14,10,4,4,14,18,4,3,3,1,0,0,2.25,3.1,3.4,2.25,3.2,3.3,2022/2023,10,9,447,357
2022-10-19,Bournemouth,Southampton,0,1,A,0,1,A,J Brooks,15,9,3,3,8,13,7,3,1,3,0,0,2.62,3.3,2.62,2.7,3.25,2.6,2022/2023,13,8,224,563
2022-10-19,Brentford,Chelsea,0,0,D,0,0,D,J Gillett,8,14,5,5,7,7,6,2,0,0,0,0,4.75,3.8,1.72,4.6,3.75,1.73,2022/2023,13,19,59,1492
2022-10-19,Liverpool,West Ham,1,0,H,1,0,H,S Attwell,22,8,7,3,9,8,8,3,0,0,0,0,1.4,5.0,7.0,1.4,4.75,7.5,2022/2023,13,11,1391,769
2022-10-19,Newcastle,Everton,1,0,H,1,0,H,T Harrington,16,1,4,0,9,12,8,2,2,4,0,0,1.6,3.8,5.75,1.63,3.9,5.25,2022/2023,15,10,797,1057
2022-10-19,Man United,Tottenham,2,0,H,0,0,D,S Hooper,28,9,10,2,7,7,8,3,1,0,0,0,2.45,3.5,2.75,2.38,3.5,2.8,2022/2023,16,23,1474,1244
2022-10-20,Fulham,Aston Villa,3,0,H,1,0,H,M Oliver,18,12,8,6,11,11,9,7,0,2,0,1,2.9,3.3,2.5,2.8,3.4,2.45,2022/2023,12,9,560,745
2022-10-20,Leicester,Leeds,2,0,H,2,0,H,P Bankes,5,14,1,2,15,11,2,9,2,1,0,0,2.25,3.6,3.0,2.3,3.4,3.0,2022/2023,5,9,483,139
2022-10-22,Nott'm Forest,Liverpool,1,0,H,0,0,D,P Tierney,10,15,7,7,14,8,2,11,2,1,0,0,11.0,6.0,1.25,11.0,5.8,1.25,2022/2023,6,16,6,1394
2022-10-22,Everton,Crystal Palace,3,0,H,1,0,H,S Hooper,9,9,6,2,16,14,3,4,3,4,0,0,2.6,3.2,2.87,2.5,3.2,2.9,2022/2023,10,13,1057,450
2022-10-22,Man City,Brighton,3,1,H,2,0,H,C Pawson,10,8,4,2,11,12,7,3,1,3,0,0,1.2,7.0,13.0,1.2,6.5,15.0,2022/2023,23,15,1378,224
2022-10-22,Chelsea,Man United,1,1,D,0,0,D,S Attwell,6,13,2,6,8,10,6,4,1,4,0,0,2.05,3.5,3.5,2.1,3.4,3.4,2022/2023,20,19,1493,1477
2022-10-23,Aston Villa,Brentford,4,0,H,3,0,H,D England,19,12,11,3,14,11,7,6,1,0,0,0,2.1,3.5,3.5,2.1,3.4,3.4,2022/2023,9,14,745,60
2022-10-23,Leeds,Fulham,2,3,A,1,1,D,A Taylor,14,11,5,5,12,8,3,6,1,1,0,0,2.05,3.5,3.6,2.0,3.5,3.6,2022/2023,9,15,139,563
2022-10-23,Southampton,Arsenal,1,1,D,0,1,A,R Jones,10,12,3,3,11,8,9,4,2,1,0,0,6.0,4.0,1.57,5.5,4.0,1.6,2022/2023,11,27,566,1395
2022-10-23,Wolves,Leicester,0,4,A,0,2,A,M Oliver,21,5,5,4,10,13,9,2,2,1,0,0,2.25,3.25,3.25,2.25,3.3,3.2,2022/2023,9,8,357,486
2022-10-23,Tottenham,Newcastle,1,2,A,0,2,A,J Gillett,17,13,5,5,12,6,6,7,4,2,0,0,2.05,3.5,3.5,2.05,3.5,3.5,2022/2023,23,18,1244,800
2022-10-24,West Ham,Bournemouth,2,0,H,1,0,H,D Coote,20,5,4,3,9,11,5,0,0,2,0,0,1.55,4.0,6.0,1.55,4.0,6.0,2022/2023,11,13,769,224
2022-10-29,Leicester,Man City,0,1,A,0,0,D,R Jones,10,15,5,5,5,10,3,10,0,0,0,0,10.0,6.5,1.25,9.5,5.5,1.29,2022/2023,11,26,489,1381
2022-10-29,Bournemouth,Tottenham,2,3,A,1,0,H,A Taylor,6,23,4,7,10,5,2,19,1,2,0,0,5.0,3.8,1.7,5.0,3.8,1.67,2022/2023,13,23,224,1244
2022-10-29,Brentford,Wolves,1,1,D,0,0,D,R Madley,12,14,3,4,10,17,3,6,3,3,0,1,2.2,3.4,3.3,2.15,3.3,3.4,2022/2023,14,9,60,357
2022-10-29,Brighton,Chelsea,4,1,H,3,0,H,A Madley,19,15,9,7,16,6,8,7,1,2,0,0,3.0,3.3,2.4,3.0,3.25,2.38,2022/2023,15,21,224,1494
2022-10-29,Crystal Palace,Southampton,1,0,H,1,0,H,M Salisbury,12,14,3,4,13,12,8,4,3,3,0,0,1.9,3.6,4.0,1.95,3.5,3.9,2022/2023,13,12,450,567
2022-10-29,Newcastle,Aston Villa,4,0,H,1,0,H,P Tierney,20,3,7,0,11,11,3,0,1,1,0,0,1.8,3.75,4.5,1.8,3.6,4.33,2022/2023,21,12,803,748
2022-10-29,Fulham,Everton,0,0,D,0,0,D,J Brooks,24,9,6,4,10,8,13,4,2,1,0,0,2.37,3.4,3.0,2.3,3.4,3.0,2022/2023,18,13,566,1060
2022-10-29,Liverpool,Leeds,1,2,A,1,1,D,M Oliver,22,14,10,6,9,3,14,5,0,1,0,0,1.3,6.0,9.0,1.3,5.5,9.0,2022/2023,16,9,1394,139
2022-10-30,Arsenal,Nott'm Forest,5,0,H,1,0,H,S Hooper,24,5,10,2,9,8,9,4,0,1,0,0,1.2,7.0,12.0,1.2,6.5,15.0,2022/2023,28,9,1396,9
2022-10-30,Man United,West Ham,1,0,H,1,0,H,C Kavanagh,16,13,3,5,12,10,5,10,1,3,0,0,1.66,4.0,4.8,1.7,3.9,4.75,2022/2023,20,14,1478,772
2022-11-05,Leeds,Bournemouth,4,3,H,1,2,A,T Harrington,18,9,4,6,16,10,13,3,2,2,0,0,1.72,3.8,4.75,1.75,3.75,4.5,2022/2023,12,13,142,224
2022-11-05,Man City,Fulham,2,1,H,1,1,D,D England,16,4,5,2,6,11,9,0,2,4,1,0,1.11,9.5,19.0,1.12,8.5,19.0,2022/2023,29,19,1384,567
2022-11-05,Nott'm Forest,Brentford,2,2,D,1,1,D,A Marriner,15,6,7,2,10,11,3,3,2,2,0,0,2.75,3.3,2.6,2.8,3.3,2.5,2022/2023,9,15,9,61
2022-11-05,Wolves,Brighton,2,3,A,2,2,D,G Scott,8,19,5,8,15,11,4,9,2,0,1,0,3.3,3.3,2.25,3.4,3.3,2.15,2022/2023,10,18,358,227
2022-11-05,Everton,Leicester,0,2,A,0,1,A,D Coote,12,22,2,8,9,5,8,3,0,0,0,0,2.4,3.3,3.0,2.35,3.3,3.0,2022/2023,14,11,1061,489
2022-11-06,Chelsea,Arsenal,0,1,A,0,0,D,M Oliver,5,14,1,2,20,13,4,6,5,2,0,0,2.55,3.4,2.7,2.6,3.25,2.7,2022/2023,21,31,1494,1399
2022-11-06,Aston Villa,Man United,3,1,H,2,1,H,A Taylor,6,8,4,3,6,12,3,5,3,3,0,0,3.3,3.8,2.1,3.4,3.5,2.1,2022/2023,12,23,748,1481
2022-11-06,Southampton,Newcastle,1,4,A,0,1,A,S Attwell,16,7,5,4,7,10,8,2,1,0,0,0,4.0,3.6,1.9,3.9,3.6,1.91,2022/2023,12,24,567,806
2022-11-06,West Ham,Crystal Palace,1,2,A,1,1,D,P Tierney,5,15,2,6,10,7,2,5,1,1,0,0,1.9,3.4,4.2,1.88,3.4,4.2,2022/2023,14,16,772,453
2022-11-06,Tottenham,Liverpool,1,2,A,0,2,A,A Madley,14,13,5,6,10,8,5,3,0,0,0,0,3.3,3.6,2.1,3.25,3.5,2.15,2022/2023,26,16,1247,1394
2022-11-12,Man City,Brentford,1,2,A,1,1,D,P Bankes,29,10,6,8,9,7,10,2,2,2,0,0,1.14,8.0,17.0,1.12,8.5,19.0,2022/2023,32,16,1387,62
2022-11-12,Bournemouth,Everton,3,0,H,2,0,H,C Pawson,16,15,9,3,12,8,3,5,2,0,0,0,2.8,3.25,2.6,2.8,3.1,2.6,2022/2023,13,14,224,1061
2022-11-12,Liverpool,Southampton,3,1,H,3,1,H,S Hooper,15,9,7,5,8,8,6,0,0,2,0,0,1.25,6.5,11.0,1.24,6.0,12.0,2022/2023,19,12,1397,567
2022-11-12,Nott'm Forest,Crystal Palace,1,0,H,0,0,D,J Brooks,9,8,2,0,11,13,1,5,1,4,0,0,3.1,3.1,2.45,3.1,3.2,2.38,2022/2023,10,19,10,456
2022-11-12,Tottenham,Leeds,4,3,H,1,2,A,M Salisbury,14,12,8,5,8,7,9,2,1,1,0,1,1.65,4.2,4.75,1.6,4.2,5.0,2022/2023,26,15,1247,145
2022-11-12,West Ham,Leicester,0,2,A,0,1,A,J Gillett,18,9,6,6,9,8,7,2,3,1,0,0,2.05,3.4,3.75,2.05,3.5,3.5,2022/2023,14,14,772,492
2022-11-12,Newcastle,Chelsea,1,0,H,0,0,D,R Jones,10,5,3,2,14,11,5,3,3,2,0,0,2.35,3.4,3.0,2.25,3.4,3.1,2022/2023,27,21,809,1494
2022-11-12,Wolves,Arsenal,0,2,A,0,0,D,S Attwell,11,14,2,4,5,6,6,4,3,2,0,0,6.0,4.2,1.55,6.0,4.2,1.53,2022/2023,10,34,358,1402
2022-11-13,Brighton,Aston Villa,1,2,A,1,1,D,C Kavanagh,7,8,2,2,14,11,11,4,2,7,0,0,1.83,3.75,4.2,1.85,3.5,4.2,2022/2023,21,15,230,751
2022-11-13,Fulham,Man United,1,2,A,0,1,A,P Tierney,14,14,7,9,9,10,10,3,1,1,0,0,3.8,3.8,1.9,3.9,3.75,1.85,2022/2023,19,23,567,1481
2022-12-26,Brentford,Tottenham,2,2,D,1,0,H,D Coote,9,16,5,8,11,10,6,5,3,1,0,0,4.0,3.6,1.91,3.75,3.6,1.95,2022/2023,19,29,65,1250
2022-12-26,Crystal Palace,Fulham,0,3,A,0,1,A,A Madley,4,23,0,11,12,15,1,8,0,0,2,0,2.05,3.6,3.5,2.05,3.5,3.5,2022/2023,19,19,456,567
2022-12-26,Everton,Wolves,1,2,A,1,1,D,C Pawson,12,7,6,4,9,22,2,2,1,6,0,0,2.3,3.25,3.2,2.3,3.2,3.2,2022/2023,14,10,1061,358
2022-12-26,Leicester,Newcastle,0,3,A,0,3,A,J Gillett,8,12,2,5,9,6,5,5,0,0,0,0,3.25,3.5,2.2,3.25,3.5,2.15,2022/2023,17,30,495,812
2022-12-26,Southampton,Brighton,1,3,A,0,2,A,R Jones,14,7,4,4,9,10,4,2,1,2,0,0,3.3,3.5,2.15,3.4,3.4,2.1,2022/2023,12,21,567,230
2022-12-26,Aston Villa,Liverpool,1,3,A,0,2,A,P Tierney,12,16,6,9,7,12,0,6,0,0,0,0,4.75,4.0,1.7,4.6,4.0,1.7,2022/2023,18,22,754,1400
2022-12-26,Arsenal,West Ham,3,1,H,0,1,A,M Oliver,16,8,5,4,13,17,7,5,0,2,0,0,1.5,4.33,6.5,1.47,4.33,6.5,2022/2023,37,14,1405,772
2022-12-27,Chelsea,Bournemouth,2,0,H,2,0,H,S Hooper,15,9,5,4,8,10,6,8,0,0,0,0,1.3,5.5,10.0,1.32,5.0,9.5,2022/2023,21,16,1494,227
2022-12-27,Man United,Nott'm Forest,3,0,H,2,0,H,A Taylor,17,8,8,3,13,4,9,9,3,1,0,0,1.29,5.5,11.0,1.32,5.25,9.5,2022/2023,26,13,1484,13
2022-12-28,Leeds,Man City,1,3,A,0,1,A,S Attwell,9,26,1,9,11,14,3,5,3,3,0,0,9.5,6.0,1.29,9.5,5.5,1.29,2022/2023,15,32,145,1387
2022-12-30,West Ham,Brentford,0,2,A,0,2,A,D England,20,9,5,6,9,5,8,1,1,0,0,0,2.0,3.6,3.6,2.0,3.5,3.6,2022/2023,14,20,772,66
2022-12-30,Liverpool,Leicester,2,1,H,2,1,H,C Pawson,21,7,5,2,8,15,4,5,0,1,0,0,1.29,6.0,9.5,1.27,5.8,10.0,2022/2023,25,17,1403,495
2022-12-31,Wolves,Man United,0,1,A,0,0,D,R Jones,10,16,3,6,11,11,7,5,1,3,0,0,4.0,3.6,1.91,3.9,3.5,1.95,2022/2023,13,29,361,1487
2022-12-31,Bournemouth,Crystal Palace,0,2,A,0,2,A,A Marriner,6,15,2,6,17,11,2,7,4,1,0,0,2.8,3.3,2.5,2.9,3.2,2.5,2022/2023,16,19,227,456
2022-12-31,Fulham,Southampton,2,1,H,1,0,H,G Scott,8,9,2,3,8,13,4,4,0,1,0,0,1.95,3.6,3.75,2.0,3.5,3.6,2022/2023,22,12,570,567
2022-12-31,Man City,Everton,1,1,D,1,0,H,A Madley,16,2,3,1,13,14,7,1,3,4,0,0,1.13,9.0,19.0,1.11,8.5,23.0,2022/2023,35,14,1390,1061
2022-12-31,Newcastle,Leeds,0,0,D,0,0,D,S Hooper,16,8,5,1,13,19,9,3,3,5,0,0,1.45,4.5,7.0,1.44,4.5,7.0,2022/2023,33,15,815,145
2022-12-31,Brighton,Arsenal,2,4,A,0,2,A,A Taylor,9,14,5,7,7,11,7,4,3,3,0,0,3.4,3.5,2.1,3.4,3.5,2.1,2022/2023,24,40,233,1408
2023-01-01,Tottenham,Aston Villa,0,2,A,0,0,D,J Brooks,6,13,2,4,15,10,5,3,4,3,0,0,1.67,4.0,5.0,1.65,3.9,5.0,2022/2023,30,18,1251,754
2023-01-01,Nott'm Forest,Chelsea,1,1,D,0,1,A,P Bankes,12,7,5,2,16,14,1,2,2,2,0,0,5.0,3.8,1.7,5.0,3.7,1.7,2022/2023,13,24,13,1497
2023-01-02,Brentford,Liverpool,3,1,H,2,0,H,S Attwell,10,16,7,6,5,8,4,9,1,3,0,0,5.5,4.33,1.55,5.5,4.33,1.53,2022/2023,23,28,69,1406
2023-01-03,Arsenal,Newcastle,0,0,D,0,0,D,A Madley,17,8,4,1,10,16,5,5,4,4,0,0,1.8,3.8,4.33,1.78,3.7,4.4,2022/2023,43,34,1411,816
2023-01-03,Everton,Brighton,1,4,A,0,1,A,A Marriner,10,19,4,8,8,10,5,2,3,1,0,0,3.5,3.5,2.1,3.5,3.4,2.1,2022/2023,15,24,1062,233
2023-01-03,Leicester,Fulham,0,1,A,0,1,A,D Bond,15,11,6,2,12,11,6,3,2,6,0,0,2.2,3.6,3.1,2.2,3.5,3.1,2022/2023,17,25,495,573
2023-01-03,Man United,Bournemouth,3,0,H,1,0,H,M Salisbury,18,7,6,4,13,7,6,5,0,3,0,0,1.29,5.5,11.0,1.29,5.5,10.0,2022/2023,32,16,1490,227
2023-01-04,Southampton,Nott'm Forest,0,1,A,0,1,A,T Bramall,8,11,0,1,14,17,6,2,2,2,0,0,2.0,3.5,3.8,2.05,3.3,3.75,2022/2023,12,14,567,14
2023-01-04,Leeds,West Ham,2,2,D,1,1,D,D Coote,14,15,6,2,11,18,8,1,3,1,0,0,2.6,3.5,2.6,2.6,3.5,2.55,2022/2023,16,14,146,772
2023-01-04,Aston Villa,Wolves,1,1,D,0,1,A,J Gillett,13,10,4,3,6,12,7,8,1,3,0,0,1.95,3.6,4.0,1.95,3.4,3.9,2022/2023,21,13,757,361
2023-01-04,Crystal Palace,Tottenham,0,4,A,0,0,D,M Oliver,19,14,4,6,11,8,10,4,1,2,0,0,3.4,3.5,2.15,3.4,3.4,2.1,2022/2023,22,30,459,1251
2023-01-05,Chelsea,Man City,0,1,A,0,0,D,P Tierney,8,12,2,3,9,9,3,2,2,0,0,0,5.0,4.0,1.67,5.0,3.9,1.65,2022/2023,25,36,1498,1391
2023-01-12,Fulham,Chelsea,2,1,H,1,0,H,D Coote,8,20,3,10,12,16,5,7,4,3,0,1,3.3,3.5,2.15,3.2,3.4,2.2,2022/2023,28,25,576,1498
2023-01-13,Aston Villa,Leeds,2,1,H,1,0,H,M Oliver,11,16,5,4,12,8,0,11,2,2,0,0,1.91,3.6,4.0,1.95,3.5,3.9,2022/2023,22,17,758,147
2023-01-14,Man United,Man City,2,1,H,0,0,D,S Attwell,8,5,4,1,15,5,1,2,3,0,0,0,4.2,3.6,1.85,4.2,3.8,1.8,2022/2023,35,39,1493,1394
2023-01-14,Brighton,Liverpool,3,0,H,0,0,D,D England,16,6,9,2,8,15,7,1,1,3,0,0,3.4,3.6,2.1,3.25,3.6,2.1,2022/2023,27,28,236,1406
2023-01-14,Everton,Southampton,1,2,A,1,0,H,J Brooks,12,13,4,5,7,19,6,4,0,3,0,0,2.25,3.25,3.3,2.25,3.3,3.2,2022/2023,15,12,1062,567
2023-01-14,Nott'm Forest,Leicester,2,0,H,0,0,D,P Tierney,15,6,5,1,11,12,3,5,1,2,0,0,2.7,3.3,2.63,2.62,3.3,2.62,2022/2023,17,17,17,495
2023-01-14,Wolves,West Ham,1,0,H,0,0,D,S Hooper,17,16,4,4,10,7,4,3,0,2,0,0,2.63,3.3,2.7,2.62,3.2,2.7,2022/2023,14,15,362,773
2023-01-14,Brentford,Bournemouth,2,0,H,1,0,H,J Gillett,12,7,4,2,5,9,5,3,1,1,0,0,1.65,4.0,5.25,1.63,3.9,5.25,2022/2023,26,16,72,227
2023-01-15,Chelsea,Crystal Palace,1,0,H,0,0,D,P Bankes,15,10,5,5,10,17,11,7,2,5,0,0,1.62,4.0,5.25,1.63,3.75,5.5,2022/2023,25,22,1498,459
2023-01-15,Newcastle,Fulham,1,0,H,0,0,D,R Jones,20,5,5,0,6,14,10,5,1,3,0,0,1.5,4.33,6.5,1.5,4.2,6.5,2022/2023,35,31,817,579
2023-01-15,Tottenham,Arsenal,0,2,A,0,2,A,C Pawson,17,14,7,5,16,15,4,3,4,2,0,0,3.1,3.6,2.2,3.25,3.5,2.15,2022/2023,33,44,1254,1412
2023-01-18,Crystal Palace,Man United,1,1,D,0,1,A,R Jones,10,15,5,4,9,10,3,3,1,2,0,0,4.5,3.6,1.8,4.5,3.6,1.78,2022/2023,22,38,459,1496
2023-01-19,Man City,Tottenham,4,2,H,0,2,A,S Hooper,16,9,6,3,10,14,8,3,1,2,0,0,1.36,5.0,8.5,1.35,5.0,8.5,2022/2023,39,33,1394,1254
2023-01-21,Liverpool,Chelsea,0,0,D,0,0,D,M Oliver,15,11,3,2,16,9,5,5,3,1,0,0,1.85,3.75,4.0,1.85,3.7,4.0,2022/2023,28,28,1406,1501
2023-01-21,Bournemouth,Nott'm Forest,1,1,D,1,0,H,A Madley,16,20,4,5,10,7,4,6,1,2,0,0,2.75,3.1,2.75,2.7,3.1,2.7,2022/2023,16,20,227,20
2023-01-21,Leicester,Brighton,2,2,D,1,1,D,T Bramall,9,13,2,4,9,9,5,6,0,1,0,0,3.6,3.5,2.05,3.5,3.5,2.05,2022/2023,17,30,495,239
2023-01-21,Southampton,Aston Villa,0,1,A,0,0,D,M Salisbury,8,16,5,5,19,9,2,2,1,2,0,0,2.88,3.25,2.55,2.8,3.3,2.5,2022/2023,15,25,570,761
2023-01-21,West Ham,Everton,2,0,H,2,0,H,S Attwell,11,5,4,2,9,6,4,9,1,1,0,0,1.8,3.75,4.75,1.78,3.5,4.75,2022/2023,15,15,773,1062
2023-01-21,Crystal Palace,Newcastle,0,0,D,0,0,D,C Pawson,6,16,1,7,13,7,3,15,4,2,0,0,4.4,3.5,1.85,4.33,3.5,1.83,2022/2023,23,38,460,820
2023-01-22,Leeds,Brentford,0,0,D,0,0,D,P Bankes,9,6,5,0,10,18,2,3,2,2,0,0,2.38,3.6,2.88,2.35,3.5,2.88,2022/2023,17,29,147,75
2023-01-22,Man City,Wolves,3,0,H,1,0,H,D Coote,13,10,7,1,10,10,5,7,1,2,0,0,1.2,8.0,11.0,1.18,7.0,15.0,2022/2023,42,17,1397,365
2023-01-22,Arsenal,Man United,3,2,H,1,1,D,A Taylor,25,6,5,4,8,9,12,4,1,2,0,0,1.8,3.8,4.2,1.88,3.6,4.0,2022/2023,47,39,1415,1497
2023-01-23,Fulham,Tottenham,0,1,A,0,1,A,P Tierney,10,10,5,3,10,10,3,8,1,3,0,0,3.3,3.6,2.1,3.25,3.6,2.1,2022/2023,31,33,579,1254
2023-02-03,Chelsea,Fulham,0,0,D,0,0,D,S Attwell,12,10,3,4,16,12,6,2,1,4,0,0,1.62,4.0,5.25,1.62,3.8,5.5,2022/2023,29,31,1502,579
2023-02-04,Everton,Arsenal,1,0,H,0,0,D,D Coote,12,15,4,3,13,8,7,5,4,1,0,0,8.5,4.5,1.4,8.0,4.5,1.4,2022/2023,15,50,1062,1418
2023-02-04,Aston Villa,Leicester,2,4,A,2,3,A,D England,19,9,4,5,10,10,11,3,0,2,0,0,1.95,3.6,3.8,1.95,3.6,3.75,2022/2023,28,18,764,496
2023-02-04,Brentford,Southampton,3,0,H,2,0,H,D Bond,14,14,4,6,10,9,4,4,1,2,0,0,1.85,3.6,4.2,1.85,3.5,4.2,2022/2023,30,15,76,570
2023-02-04,Brighton,Bournemouth,1,0,H,0,0,D,C Pawson,20,12,6,2,14,7,7,3,3,1,0,0,1.33,5.25,8.5,1.33,4.8,9.5,2022/2023,31,17,240,228
2023-02-04,Man United,Crystal Palace,2,1,H,1,0,H,A Marriner,14,10,5,3,9,9,5,5,1,2,1,0,1.4,4.75,8.0,1.4,4.5,8.0,2022/2023,39,24,1497,461
2023-02-04,Wolves,Liverpool,3,0,H,2,0,H,P Tierney,12,22,6,4,9,7,2,7,1,1,0,0,4.0,3.8,1.85,4.0,3.7,1.85,2022/2023,17,29,365,1407
2023-02-04,Newcastle,West Ham,1,1,D,1,1,D,P Bankes,8,10,2,1,11,13,4,2,2,1,0,0,1.6,3.8,6.0,1.6,3.75,6.0,2022/2023,39,18,821,776
2023-02-05,Nott'm Forest,Leeds,1,0,H,1,0,H,R Jones,6,10,2,4,15,14,0,2,4,2,0,0,2.63,3.3,2.7,2.6,3.4,2.62,2022/2023,21,18,21,148
2023-02-05,Tottenham,Man City,1,0,H,1,0,H,A Madley,12,15,3,5,19,14,4,6,2,3,1,0,4.33,4.2,1.73,4.4,4.0,1.73,2022/2023,36,45,1257,1400
2023-02-08,Man United,Leeds,2,2,D,0,1,A,S Hooper,24,8,7,2,7,11,6,5,1,3,0,0,1.45,5.0,6.0,1.47,4.5,6.5,2022/2023,42,18,1500,148
2023-02-11,West Ham,Chelsea,1,1,D,1,1,D,C Pawson,10,12,2,4,9,11,5,6,1,1,0,0,3.3,3.3,2.25,3.3,3.2,2.25,2022/2023,19,30,777,1503
2023-02-11,Arsenal,Brentford,1,1,D,0,0,D,P Bankes,23,9,7,2,9,9,7,4,0,2,0,0,1.44,4.75,7.0,1.42,4.5,7.5,2022/2023,50,33,1418,79
2023-02-11,Crystal Palace,Brighton,1,1,D,0,0,D,M Oliver,6,17,1,7,10,11,1,6,4,1,0,0,3.8,3.5,2.0,3.7,3.4,2.0,2022/2023,24,34,461,243
2023-02-11,Fulham,Nott'm Forest,2,0,H,1,0,H,A Madley,16,10,3,1,9,11,5,4,0,1,0,0,1.91,3.5,4.33,1.91,3.5,4.0,2022/2023,32,24,580,24
2023-02-11,Leicester,Tottenham,4,1,H,3,1,H,M Salisbury,15,11,7,4,14,9,1,5,5,2,0,0,3.4,3.6,2.1,3.3,3.6,2.1,2022/2023,21,39,499,1260
2023-02-11,Southampton,Wolves,1,2,A,1,0,H,J Gillett,17,11,2,2,12,14,5,2,2,2,0,1,2.9,3.2,2.55,3.0,3.1,2.5,2022/2023,15,20,570,368
2023-02-11,Bournemouth,Newcastle,1,1,D,1,1,D,S Attwell,11,15,5,7,8,10,4,6,2,3,0,0,6.5,4.0,1.53,6.5,3.9,1.55,2022/2023,17,40,228,822
2023-02-12,Leeds,Man United,0,2,A,0,0,D,P Tierney,16,11,6,5,10,13,7,3,2,1,0,0,3.75,3.8,1.91,3.7,3.7,1.91,2022/2023,19,43,149,1501
